DairyProduct_PackagingType,Quantity_Value,DairyProduct_IsInfantNutrition,SubBrandRu,Mass_Net,DairyProduct_ManufacturerTaxIdentifier,DairyProduct_IsUnderVeterinaryControl,DairyProduct_IsShelfLifeUpTo40Days,EnergyValueKJ,Manufacturer_Name,Provider_Name,Mass_Gross,GpcClass1,TnvedCode,Provider_GLN,GpcClass2,StorageConditions_ShelfLifeUnit,GpcClass3,DairyProduct_LabelName,EnergyValueKcal,AdditionalInfoRu,DairyProduct_ProteinContent,DairyProduct_FatContent,DairyProduct_PackagingMaterial,DairyProduct_ManufacturerCountry,Carbohydrates,DairyProduct_RawMaterialOrigin,StorageConditions_MaxRelativeHumidity,DairyProduct_IsMedicalOrSpecialDiet,StorageConditions_ShelfLife,DairyProduct_Type,StorageConditions_MaxStorageTemperature,BrandRu,FunctionNameRu,Protein,StorageConditions_MinStorageTemperature,GTIN,GpcClass4,StorageConditions_MinRelativeHumidity,Grease,Manufacturer_GLN,Quantity_Unit,ProductType
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1934,True,Фермерское,1913,123456789,False,False,339.03,Верхнедвинский МСЗ,Верхнедвинский МСЗ,1934,50000000,0401 20 110 9,4810000000020,50130000,D,50131700,"Молочный гостинец Фермерское Творог пастеризованное, массовая доля жира 2.13 %, полиэтиленовая пленка",84.7,Оцифровка динамичных платформ,4.55,2.13,MDPE,112,9.97,КОРОВА,64,False,7,Творог,15,Молочный гостинец,Творог,3.82,7,481261226131744,10000025,40,4.77,4810000000020,GR,Consumer unit [CU]
ПАКЕТ,1536,False,Творожное,1505,123456789,False,False,160.79,Милкавита,Милкавита,1536,50000000,0401 20 110 9,4810000000010,50130000,D,50131700,"Молочный гостинец Творожное Кефир пастеризованное, массовая доля жира 2.65 %, полиэтиленовая пленка",72.99,Координация прозрачных метрик,1.17,2.65,MDPE,112,8.92,КОРОВА,55,False,22,Кефир,16,Молочный гостинец,Кефир,3.82,8,481397052894200,10000025,32,1.65,4810000000010,ML,Consumer unit [CU]
ПАКЕТ,1860,False,Йогуртовое,1829,123456789,False,False,226.86,Бабушкина крынка,Бабушкина крынка,1860,50000000,0401 20 110 9,4810000000003,50130000,D,50131700,"Калинковичский Йогуртовое Глазированные сырки пастеризованное, массовая доля жира 4.88 %, полиэтиленовая пленка",98.32,Включение индивидуальных технологий,1.06,4.88,MDPE,112,5.75,КОРОВА,57,False,6,Глазированные сырки,17,Калинковичский,Глазированные сырки,2.44,8,481240591928467,10000025,5,4.43,4810000000003,GR,Consumer unit [CU]
БУТЫЛКА,1307,False,Классическое,1283,123456789,True,False,212.32,Лидский МКК,Лидский МКК,1307,50000000,0401 20 110 9,4810000000005,50130000,D,50131700,"Глубокский Классическое Сливки пастеризованное, массовая доля жира 3.02 %, полиэтиленовая пленка",93.07,Модернизация расширяемых методик,4.08,3.02,MDPE,112,2.4,КОРОВА,73,False,12,Сливки,12,Глубокский,Сливки,2.4,9,481220183918330,10000025,30,1.05,4810000000005,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1834,False,Пробиотик,1800,123456789,True,False,169.05,Слуцкий СК,Слуцкий СК,1834,50000000,0401 20 110 9,4810000000002,50130000,D,50131700,"Бабушкина крынка Пробиотик Масло пастеризованное, массовая доля жира 2.4 %, полиэтиленовая пленка",52.32,Перепрофилирование индивидуальных знаний,4.96,2.4,MDPE,112,6.48,КОРОВА,61,False,21,Масло,10,Бабушкина крынка,Масло,1.7,3,481259233673094,10000025,34,2.17,4810000000002,GR,Consumer unit [CU]
БУТЫЛКА,1304,True,Здоровое,1289,123456789,True,False,324.63,Туровский МК,Туровский МК,1304,50000000,0401 20 110 9,4810000000009,50130000,D,50131700,"ММЗ №1 Здоровое Молоко пастеризованное, массовая доля жира 1.8 %, полиэтиленовая пленка",89.02,Сравнение ультрасовременных архитектур,3.96,1.8,MDPE,112,4.71,КОРОВА,82,False,27,Молоко,17,ММЗ №1,Молоко,1.35,5,481567871449414,10000025,45,1.98,4810000000009,ML,Consumer unit [CU]
БУТЫЛКА,1093,False,Йогуртовое,1059,123456789,False,False,170.36,Бабушкина крынка,Бабушкина крынка,1093,50000000,0401 20 110 9,4810000000003,50130000,D,50131700,"Рогачевский Йогуртовое Кефир пастеризованное, массовая доля жира 3.07 %, полиэтиленовая пленка",89.03,Трансформация подробных функций,4.53,3.07,MDPE,112,1.37,КОРОВА,59,False,24,Кефир,10,Рогачевский,Кефир,3.66,5,481883998488658,10000025,10,1.97,4810000000003,ML,Consumer unit [CU]
ПАКЕТ,1208,False,Эко,1171,123456789,True,False,293.08,Слуцкий СК,Слуцкий СК,1208,50000000,0401 20 110 9,4810000000002,50130000,D,50131700,"Слуцкий Эко Кефир пастеризованное, массовая доля жира 4.76 %, полиэтиленовая пленка",54.56,Переосмысление стандартных моделей,1.31,4.76,MDPE,112,6.91,КОРОВА,89,False,4,Кефир,15,Слуцкий,Кефир,4.89,6,481689681922968,10000025,10,3.0,4810000000002,ML,Consumer unit [CU]
БАНКА НЕМЕТАЛЛИЧЕСКАЯ,1229,False,Натуральное,1199,123456789,True,False,212.51,Бабушкина крынка,Бабушкина крынка,1229,50000000,0401 20 110 9,4810000000003,50130000,D,50131700,"Бабушкина крынка Натуральное Йогурт пастеризованное, массовая доля жира 3.95 %, полиэтиленовая пленка",98.76,Переопределение фронт-энд методик,2.42,3.95,MDPE,112,9.22,КОРОВА,56,False,1,Йогурт,15,Бабушкина крынка,Йогурт,1.76,1,481847834568471,10000025,27,2.04,4810000000003,GR,Consumer unit [CU]
ПАКЕТ,2019,False,Премиум,1989,123456789,False,False,191.52,Милкавита,Милкавита,2019,50000000,0401 20 110 9,4810000000010,50130000,D,50131700,"Молочный гостинец Премиум Кефир пастеризованное, массовая доля жира 2.48 %, полиэтиленовая пленка",70.33,Инновация B2C интернет-магазинов,2.36,2.48,MDPE,112,8.76,КОРОВА,60,False,30,Кефир,20,Молочный гостинец,Кефир,3.58,5,481524294195810,10000025,40,1.7,4810000000010,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1141,False,Фитнес,1105,123456789,True,False,294.07,Лидский МКК,Лидский МКК,1141,50000000,0401 20 110 9,4810000000005,50130000,D,50131700,"Слуцкий Фитнес Глазированные сырки пастеризованное, массовая доля жира 2.2 %, полиэтиленовая пленка",84.41,Максимизация действенных инфопосредников,3.32,2.2,MDPE,112,4.84,КОРОВА,99,True,28,Глазированные сырки,12,Слуцкий,Глазированные сырки,3.64,8,481377023978025,10000025,26,2.43,4810000000005,GR,Consumer unit [CU]
ПАКЕТ,1369,False,Эко,1330,123456789,True,False,177.48,Кобринский МСЗ,Кобринский МСЗ,1369,50000000,0401 20 110 9,4810000000012,50130000,D,50131700,"Молочные горки Эко Сыр пастеризованное, массовая доля жира 2.11 %, полиэтиленовая пленка",94.12,Ускорение распределённых схем,2.29,2.11,MDPE,112,5.97,КОРОВА,83,False,24,Сыр,16,Молочные горки,Сыр,2.19,3,481862005832111,10000025,5,4.71,4810000000012,GR,Consumer unit [CU]
БУТЫЛКА,1750,False,Ягодное,1732,123456789,False,False,183.77,Беллакт,Беллакт,1750,50000000,0401 20 110 9,4810000000008,50130000,D,50131700,"ММЗ №1 Ягодное Молоко пастеризованное, массовая доля жира 4.27 %, полиэтиленовая пленка",92.26,Адаптация богатых рынков,2.79,4.27,MDPE,112,7.79,КОРОВА,57,False,22,Молоко,11,ММЗ №1,Молоко,4.42,7,481923761011975,10000025,5,1.14,4810000000008,ML,Consumer unit [CU]
БАНКА НЕМЕТАЛЛИЧЕСКАЯ,1888,False,Легкое,1867,123456789,True,False,308.04,Несвижский завод детского питания,Несвижский завод детского питания,1888,50000000,0401 20 110 9,4810000000016,50130000,D,50131700,"Молочный гостинец Легкое Йогурт пастеризованное, массовая доля жира 4.66 %, полиэтиленовая пленка",83.24,Эксплуатация распространенных знаний,4.12,4.66,MDPE,112,3.54,КОРОВА,68,False,13,Йогурт,18,Молочный гостинец,Йогурт,3.59,2,481725808649959,10000025,50,3.66,4810000000016,GR,Consumer unit [CU]
ПАКЕТ,1778,True,Премиум,1754,123456789,True,False,320.69,Бабушкина крынка,Бабушкина крынка,1778,50000000,0401 20 110 9,4810000000003,50130000,D,50131700,"Кобринский Премиум Кефир пастеризованное, массовая доля жира 1.58 %, полиэтиленовая пленка",46.26,Внедрение совместных знаний,2.36,1.58,MDPE,112,6.56,КОРОВА,75,False,19,Кефир,10,Кобринский,Кефир,1.25,5,481793615765310,10000025,21,4.69,4810000000003,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1215,True,Фитнес,1188,123456789,False,False,292.33,Милкавита,Милкавита,1215,50000000,0401 20 110 9,4810000000010,50130000,D,50131700,"Рогачевский Фитнес Глазированные сырки пастеризованное, массовая доля жира 1.07 %, полиэтиленовая пленка",45.84,Разворачивание онлайн и офлайн интернет-услуг,2.42,1.07,MDPE,112,3.54,КОРОВА,50,False,8,Глазированные сырки,12,Рогачевский,Глазированные сырки,3.02,7,481987104934144,10000025,38,3.1,4810000000010,GR,Consumer unit [CU]
БУТЫЛКА,1622,False,Экстра,1604,123456789,True,False,210.0,Несвижский завод детского питания,Несвижский завод детского питания,1622,50000000,0401 20 110 9,4810000000016,50130000,D,50131700,"Молочные горки Экстра Молоко пастеризованное, массовая доля жира 4.2 %, полиэтиленовая пленка",79.0,Шкалирование интуитивных сетей,1.99,4.2,MDPE,112,5.28,КОРОВА,69,False,11,Молоко,19,Молочные горки,Молоко,4.55,9,481943166181058,10000025,45,4.49,4810000000016,ML,Consumer unit [CU]
БУТЫЛКА,1611,True,Классическое,1589,123456789,False,False,150.23,Беллакт,Беллакт,1611,50000000,0401 20 110 9,4810000000008,50130000,D,50131700,"Здравушка-милк Классическое Сливки пастеризованное, массовая доля жира 2.19 %, полиэтиленовая пленка",56.48,Внедрение совместных интерфейсов,4.98,2.19,MDPE,112,9.68,КОРОВА,65,True,22,Сливки,14,Здравушка-милк,Сливки,4.77,3,481729256120021,10000025,16,1.46,4810000000008,ML,Consumer unit [CU]
БУТЫЛКА,1616,False,Сырое,1596,123456789,True,False,180.32,ММЗ №1,ММЗ №1,1616,50000000,0401 20 110 9,4810000000006,50130000,D,50131700,"Несвижский Сырое Сливки пастеризованное, массовая доля жира 1.9 %, полиэтиленовая пленка",54.18,Синтез ориентированных на пользователя интернет-продавцов,4.15,1.9,MDPE,112,9.91,КОРОВА,60,False,25,Сливки,18,Несвижский,Сливки,4.87,9,481175769755422,10000025,47,2.18,4810000000006,ML,Consumer unit [CU]
